species,lake,length,weight,st_weight
WAE,MO.river,470,1100,0.849
WAE,MO.river,471,1100,5.66
WAE,MO.river,475,1102,0.979
WAE,MO.river,490,1150,0.027
WAE,MO.river,500,1300,0.166
WAE,MO.river,510,1235,0.919
WAE,MO.river,512,1400,1.689
WAE,MO.river,526,1500,21.161
WAE,MO.river,532,1392,52.851
WAE,MO.river,545,1900,1.484
WAE,MO.river,578,2450,83.14
WAE,MO.river,602,2500,8.597
WAE,MO.river,646,3000,7.223
WAE,MO.river,725,4300,5.076
WAE,Pelican,180,48.9,1.5693
WAE,Pelican,187,52.6,1.3553
WAE,Pelican,200,58.7,0.1475
WAE,Pelican,201,57,0.3756
WAE,Pelican,202,75.2,0.5392
WAE,Pelican,221,96.5,1.959
WAE,Pelican,225,96.1,0.0742
WAE,Pelican,246,127.8,0.713
WAE,Pelican,297,250.8,2.424
WAE,Pelican,302,278.9,3.9678
WAE,Pelican,304,276.9,9.5388
WAE,Pelican,305,257.5,17.994
WAE,Pelican,306,294.7,8.2115
WAE,Pelican,307,276,1.1469
WAE,Pelican,314,310.5,4.5353
WAE,Pelican,318,286,0.3391
WAE,Pelican,320,353.7,1.2965
WAE,Pelican,323,346.7,5.8251
WAE,Pelican,324,307.2,2.2757
WAE,Pelican,333,375.9,0.4309
WAE,Pelican,356,433.5,3.2973
WAE,Pelican,364,490.1,0.109
WAE,Pelican,419,735.8,0.93
WAE,Pelican,421,697,19.614
WAE,Pelican,422,751.4,8.0631
WAE,Pelican,423,798.2,31.49
WAE,Pelican,430,833,3.13
WAE,Pelican,436,845,0.17
WAE,Pelican,440,870,0.2106
WAE,Pelican,447,814.4,5.5726
WAE,Pelican,450,911,11.12
WAE,Pelican,456,957,0.64
WAE,Pelican,458,1058,1.2097
WAE,Pelican,461,831.2,2.7367
WAE,Pelican,465,911,9.169
WAE,Pelican,465,997,21.318
WAE,Pelican,465,1004.5,6.7773
WAE,Pelican,470,996.8,0.1484
WAE,Pelican,476,1018.5,0.07
WAE,Pelican,477,949.2,3.2964
WAE,Pelican,477,1100.7,0.0408
WAE,Pelican,480,1096,22.813
WAE,Pelican,485,1170,0.02
WAE,Pelican,495,1267,0.001
WAE,Pelican,496,1109,7.731
WAE,Pelican,497,1175,0.6874
WAE,Pelican,502,1190,1.89
WAE,Pelican,502,1489.4,11.752
WAE,Pelican,503,1110,0.001
WAE,Pelican,508,1401,3.0346
WAE,Pelican,514,1324,8.5632
WAE,Pelican,517,1550,1.76
WAE,Pelican,530,1183.8,2.7367
WAE,Pelican,532,1418,0.58
WAE,Pelican,541,1370.5,3.4845
WAE,Pelican,577,2009.2,8.2637
WAE,Pelican,587,2036.3,1.5291
WAE,Pelican,588,2310,0.21
WAE,Pelican,645,3280,80.505
WAE,Pelican,659,3331.6,120.7394
WAE,Pelican,675,3000,7.9468
WAE,Pelican,696,3250,144.4892
WAE,Twin,235,138.5,6.09
WAE,Twin,255,171.8,1.69
WAE,Twin,265,176,1.21
WAE,Twin,308,269,0.11
WAE,Twin,326,336,0.12
WAE,Twin,330,331,0.52
WAE,Twin,338,386,0.0652
WAE,Twin,344,381,0.54
WAE,Twin,349,437,0.05
WAE,Twin,369,604,2.73
WAE,Twin,420,740,1.03
WAE,Twin,422,928,5.91
WAE,Twin,442,1083.3,0.25
WAE,Twin,448,845,0.22
WAE,Twin,455,968,7.85
WAE,Twin,467,1024,0.175
WAE,Twin,477,1252.5,4.35
WAE,Twin,480,1233,0.238
WAE,Twin,528,1289,0.084
WAE,Twin,557,1831,23.0565
WAE,Twin,655,3300,148.867
WAE,Twin,665,3422,7.19
WAE,Twin,707,3900,130.4
WHB,Harlan.res,155,44,0
WHB,Harlan.res,156,34,0
WHB,Harlan.res,156,47,0.038
WHB,Harlan.res,164,60,0.098
WHB,Harlan.res,171,56,0.35
WHB,Harlan.res,172,42,0.206
WHB,Harlan.res,172,57,0.03
WHB,Harlan.res,174,59,0.063
WHB,Harlan.res,175,65,0.383
WHB,Harlan.res,176,27,3.242
WHB,Harlan.res,181,52,0
WHB,Harlan.res,182,65,0.004
WHB,Harlan.res,185,67,0.431
WHB,Harlan.res,185,79,0.069
WHB,Harlan.res,188,77,0.826
WHB,Harlan.res,189,84,0.075
WHB,Harlan.res,191,81,0.251
WHB,Harlan.res,193,88,1.287
WHB,Harlan.res,197,96,0.388
WHB,Harlan.res,212,114,0.149
WHB,Harlan.res,213,115,1.163
WHB,Harlan.res,215,112,2.051
WHB,Harlan.res,216,122,0.197
WHB,Harlan.res,232,172,2.533
WHB,Harlan.res,259,206,0.02
WHB,Harlan.res,260,197,0.013
WHB,Harlan.res,262,172,1.516
WHB,Harlan.res,262,176,1.695
WHB,Harlan.res,264,183,4.942
WHB,Harlan.res,264,236,0.12
WHB,Harlan.res,265,166,1.251
WHB,Harlan.res,265,206,0.014
WHB,Harlan.res,266,224,0.055
WHB,Harlan.res,267,139,4.553
WHB,Harlan.res,267,209,0.057
WHB,Harlan.res,267,219,0.039
WHB,Harlan.res,270,250,0.125
WHB,Harlan.res,272,196,4.954
WHB,Harlan.res,272,197,0.72
WHB,Harlan.res,272,269,0.321
WHB,Harlan.res,273,153,4.469
WHB,Harlan.res,273,190,9.409
WHB,Harlan.res,273,191,10.758
WHB,Harlan.res,274,236,0.284
WHB,Harlan.res,274,258,3.032
WHB,Harlan.res,275,264,2.927
WHB,Harlan.res,276,207,0.055
WHB,Harlan.res,276,230,0.007
WHB,Harlan.res,276,232,0
WHB,Harlan.res,277,187,0.091
WHB,Harlan.res,277,210,0.02
WHB,Harlan.res,278,218,0.314
WHB,Harlan.res,279,216,0.076
WHB,Harlan.res,279,268,4.652
WHB,Harlan.res,281,207,0.036
WHB,Harlan.res,281,269,0.049
WHB,Harlan.res,282,237,0.276
WHB,Harlan.res,284,248,0.061
WHB,Harlan.res,285,188,0
WHB,Harlan.res,285,222,0.172
WHB,Harlan.res,285,230,0.024
WHB,Harlan.res,285,259,0.125
WHB,Harlan.res,285,269,0
WHB,Harlan.res,286,270,0.205
WHB,Harlan.res,286,273,0.507
WHB,Harlan.res,286,281,0.037
WHB,Harlan.res,286,286,0.714
WHB,Harlan.res,287,190,0.005
WHB,Harlan.res,287,227,0.182
WHB,Harlan.res,287,247,0.013
WHB,Harlan.res,288,226,0.038
WHB,Harlan.res,288,272,0.722
WHB,Harlan.res,289,232,0.137
WHB,Harlan.res,289,244,1.773
WHB,Harlan.res,289,249,0.236
WHB,Harlan.res,290,220,3.199
WHB,Harlan.res,290,290,0.026
WHB,Harlan.res,290,292,0
WHB,Harlan.res,290,299,1.073
WHB,Harlan.res,291,254,0.937
WHB,Harlan.res,291,277,0.356
WHB,Harlan.res,291,292,0.394
WHB,Harlan.res,292,273,0.726
WHB,Harlan.res,293,161,0.78
WHB,Harlan.res,293,259,0.044
WHB,Harlan.res,293,382,0.169
WHB,Harlan.res,294,217,0.361
WHB,Harlan.res,294,237,5.302
WHB,Harlan.res,294,276,0.042
WHB,Harlan.res,294,298,0.054
WHB,Harlan.res,295,271,0.11
WHB,Harlan.res,295,302,3.27
WHB,Harlan.res,295,318,0.258
WHB,Harlan.res,297,242,0.039
WHB,Harlan.res,297,271,0
WHB,Harlan.res,297,295,3.788
WHB,Harlan.res,298,169,0.146
WHB,Harlan.res,298,313,0.019
WHB,Harlan.res,299,325,3.558
WHB,Harlan.res,300,268,3.434
WHB,Harlan.res,300,305,1.544
WHB,Harlan.res,300,322,0.523
WHB,Harlan.res,301,293,0.216
WHB,Harlan.res,302,257,0.041
WHB,Harlan.res,302,321,5.257
WHB,Harlan.res,303,302,3.52
WHB,Harlan.res,304,329,0.118
WHB,Harlan.res,305,289,1.91
WHB,Harlan.res,305,291,0.001
WHB,Harlan.res,305,310,0.035
WHB,Harlan.res,305,311,0.68
WHB,Harlan.res,305,324,7.013
WHB,Harlan.res,306,300,0.123
WHB,Harlan.res,307,320,1.176
WHB,Harlan.res,308,368,0.088
WHB,Harlan.res,309,332,0
WHB,Harlan.res,310,285,0.074
WHB,Harlan.res,310,300,0.055
WHB,Harlan.res,310,330,0.27
WHB,Harlan.res,313,314,0.77
WHB,Harlan.res,313,322,2.33
WHB,Harlan.res,314,299,0.02
WHB,Harlan.res,315,324,1.423
WHB,Harlan.res,315,337,0.031
WHB,Harlan.res,315,350,1.029
WHB,Harlan.res,315,362,1.986
WHB,Harlan.res,315,385,1.133
WHB,Harlan.res,315,390,0.749
WHB,Harlan.res,317,318,0.217
WHB,Harlan.res,317,411,0.079
WHB,Harlan.res,318,332,0.053
WHB,Harlan.res,319,276,0.165
WHB,Harlan.res,319,413,0.111
WHB,Harlan.res,320,314,0.042
WHB,Harlan.res,320,353,0.049
WHB,Harlan.res,320,374,0.034
WHB,Harlan.res,320,400,0.651
WHB,Harlan.res,320,422,0.168
WHB,Harlan.res,321,311,0
WHB,Harlan.res,321,377,4.507
WHB,Harlan.res,322,312,0.014
WHB,Harlan.res,322,360,2.322
WHB,Harlan.res,322,380,0.414
WHB,Harlan.res,322,384,3.059
WHB,Harlan.res,323,320,0.009
WHB,Harlan.res,323,342,2.112
WHB,Harlan.res,323,410,0.374
WHB,Harlan.res,324,252,3.375
WHB,Harlan.res,324,371,5.224
WHB,Harlan.res,325,327,0.171
WHB,Harlan.res,325,386,0
WHB,Harlan.res,325,396,0.175
WHB,Harlan.res,325,456,4.268
WHB,Harlan.res,326,315,0.252
WHB,Harlan.res,326,383,0.008
WHB,Harlan.res,326,392,0.1
WHB,Harlan.res,326,408,22.613
WHB,Harlan.res,327,315,0.77
WHB,Harlan.res,328,345,0.151
WHB,Harlan.res,330,311,0.336
WHB,Harlan.res,330,350,0.974
WHB,Harlan.res,330,392,0.15
WHB,Harlan.res,330,425,0.674
WHB,Harlan.res,330,431,3.714
WHB,Harlan.res,330,440,0.663
WHB,Harlan.res,331,363,0.347
WHB,Harlan.res,331,376,0
WHB,Harlan.res,331,409,0.041
WHB,Harlan.res,332,393,0.214
WHB,Harlan.res,332,415,0.02
WHB,Harlan.res,332,435,4.62
WHB,Harlan.res,333,389,1.659
WHB,Harlan.res,333,442,0.01
WHB,Harlan.res,334,384,0.041
WHB,Harlan.res,334,391,0.318
WHB,Harlan.res,334,440,0
WHB,Harlan.res,335,368,0.969
WHB,Harlan.res,335,387,0.333
WHB,Harlan.res,335,408,0.01
WHB,Harlan.res,335,438,5.801
WHB,Harlan.res,335,475,9.221
WHB,Harlan.res,336,373,1.591
WHB,Harlan.res,336,401,2.177
WHB,Harlan.res,337,463,2.933
WHB,Harlan.res,338,412,2.867
WHB,Harlan.res,338,427,1.304
WHB,Harlan.res,338,457,0.048
WHB,Harlan.res,339,408,1.475
WHB,Harlan.res,339,487,2.887
WHB,Harlan.res,340,274,1.005
WHB,Harlan.res,340,391,0.816
WHB,Harlan.res,340,442,0.105
WHB,Harlan.res,340,456,1.14
WHB,Harlan.res,341,403,1.083
WHB,Harlan.res,341,459,0.295
WHB,Harlan.res,342,397,0.387
WHB,Harlan.res,344,339,0.436
WHB,Harlan.res,344,437,0.463
WHB,Harlan.res,344,467,0.012
WHB,Harlan.res,345,443,0.709
WHB,Harlan.res,346,402,0.215
WHB,Harlan.res,346,407,0.105
WHB,Harlan.res,346,422,0.046
WHB,Harlan.res,347,417,0.163
WHB,Harlan.res,348,441,3.548
WHB,Harlan.res,349,381,1.54
WHB,Harlan.res,350,427,3.445
WHB,Harlan.res,352,469,0.183
WHB,Harlan.res,352,482,11.541
WHB,Harlan.res,354,401,0.039
WHB,Harlan.res,354,437,2.422
WHB,Harlan.res,354,458,0.197
WHB,Harlan.res,355,427,0.554
WHB,Harlan.res,355,498,7.035
WHB,Harlan.res,356,464,0.84
WHB,Harlan.res,356,485,12.731
WHB,Harlan.res,356,489,4.941
WHB,Harlan.res,357,435,3.643
WHB,Harlan.res,357,468,0.47
WHB,Harlan.res,357,534,0.928
WHB,Harlan.res,358,491,2.711
WHB,Harlan.res,358,504,0.09
WHB,Harlan.res,359,335,3.488
WHB,Harlan.res,359,492,0.041
WHB,Harlan.res,360,494,1.409
WHB,Harlan.res,361,498,0.056
WHB,Harlan.res,361,591,0.171
WHB,Harlan.res,362,452,0.016
WHB,Harlan.res,362,498,0.154
WHB,Harlan.res,365,477,3.213
WHB,Harlan.res,365,507,0.253
WHB,Harlan.res,367,467,1.919
WHB,Harlan.res,368,517,4.2
WHB,Harlan.res,368,529,1.289
WHB,Harlan.res,368,557,6.595
WHB,Harlan.res,371,441,0.192
WHB,Harlan.res,373,576,7.717
WHB,Harlan.res,375,461,0.016
WHB,Harlan.res,375,526,0.009
WHB,Harlan.res,377,602,15.058
WHB,Harlan.res,378,241,0.032
WHB,Harlan.res,380,532,0.141
WHB,Harlan.res,382,529,0.34
WHB,Harlan.res,383,573,0.056
WHB,Harlan.res,387,587,3.395
WPR,Harlan.res,315,389,0.107
WPR,Harlan.res,329,434,0.135
WPR,Harlan.res,349,409,0.105
WPR,Harlan.res,356,488,1.382
WPR,Harlan.res,357,447,1.25
WPR,Harlan.res,359,527,2.751
WPR,Harlan.res,360,532,0.458
WPR,Harlan.res,362,572,0.485
WPR,Harlan.res,363,610,0.856
WPR,Harlan.res,372,590,0.353
WPR,Harlan.res,373,575,2.321
WPR,Harlan.res,373,645,6.782
WPR,Harlan.res,374,629,0.546
WPR,Harlan.res,375,617,4.172
WPR,Harlan.res,378,634,0.222
WPR,Harlan.res,378,646,5.451
WPR,Harlan.res,378,647,0.332
WPR,Harlan.res,382,557,0.601
WPR,Harlan.res,383,645,1.069
WPR,Harlan.res,385,687,17.221
WPR,Harlan.res,389,605,1.038
WPR,Harlan.res,389,730,3.195
WPR,Harlan.res,391,550,1.086
WPR,Harlan.res,391,721,5.429
WPR,Harlan.res,392,679,0.858
WPR,Harlan.res,394,675,2.8
WPR,Harlan.res,394,710,9.505
WPR,Harlan.res,396,713,7.217
WPR,Harlan.res,397,818,19.354
WPR,Harlan.res,398,765,14.826
WPR,Harlan.res,400,732,1.015
WPR,Harlan.res,403,448,4.435
WPR,Harlan.res,403,660,0.081
WPR,Harlan.res,403,765,2.295
WPR,Harlan.res,409,932,0.226
WPR,Harlan.res,409,946,46.11
WPR,Harlan.res,411,862,38.836
WPR,Harlan.res,417,814,3.199
WPR,Harlan.res,417,1024,21.7
WPR,Harlan.res,421,766,3.895
WPR,Harlan.res,424,904,0.03
WPR,Harlan.res,425,876,0.156
WPR,Harlan.res,426,981,0.435
WPR,Harlan.res,426,1081,43.944
WPR,Harlan.res,427,992,8.163
WPR,Harlan.res,428,986,9.03
WPR,Harlan.res,430,867,0.148
WPR,Harlan.res,430,1019,0
WPR,Harlan.res,431,849,2.28
WPR,Harlan.res,431,947,0.328
WPR,Harlan.res,432,1126,54.004
WPR,Harlan.res,433,891,31.695
WPR,Harlan.res,433,939,0.068
WPR,Harlan.res,434,938,0.151
WPR,Harlan.res,434,1007,53.595
WPR,Harlan.res,435,946,0.298
WPR,Harlan.res,435,969,3.565
WPR,Harlan.res,436,862,0.153
WPR,Harlan.res,436,982,0.028
WPR,Harlan.res,436,1046,2.884
WPR,Harlan.res,437,884,0.08
WPR,Harlan.res,437,1011,4.633
WPR,Harlan.res,437,1037,0.084
WPR,Harlan.res,438,928,0.816
WPR,Harlan.res,438,985,3.009
WPR,Harlan.res,440,918,0.657
WPR,Harlan.res,440,932,0.089
WPR,Harlan.res,441,982,0
WPR,Harlan.res,442,841,1.094
WPR,Harlan.res,442,960,0.04
WPR,Harlan.res,443,792,0.283
WPR,Harlan.res,443,893,3.83
WPR,Harlan.res,444,1171,9.512
WPR,Harlan.res,444,1220,0.071
WPR,Harlan.res,445,963,8.413
WPR,Harlan.res,445,1076,36.445
WPR,Harlan.res,445,1143,1.304
WPR,Harlan.res,446,979,3.744
WPR,Harlan.res,446,980,0.249
WPR,Harlan.res,447,1126,4.973
WPR,Harlan.res,448,925,2.981
WPR,Harlan.res,448,1317,67.892
WPR,Harlan.res,449,967,2.648
WPR,Harlan.res,450,911,0.13
WPR,Harlan.res,451,888,0.455
WPR,Harlan.res,451,1034,6.697
WPR,Harlan.res,451,1082,0.97
WPR,Harlan.res,451,1119,48.021
WPR,Harlan.res,455,1052,0.196
WPR,Harlan.res,455,1155,1.809
WPR,Harlan.res,455,1246,0.582
WPR,Harlan.res,456,928,0.01
WPR,Harlan.res,456,1086,4.345
WPR,Harlan.res,457,1002,0.252
WPR,Harlan.res,457,1014,2.82
WPR,Harlan.res,457,1089,15.858
WPR,Harlan.res,457,1155,24.246
WPR,Harlan.res,458,1051,0.005
WPR,Harlan.res,458,1117,3.39
WPR,Harlan.res,459,1050,0
WPR,Harlan.res,459,1113,0.116
WPR,Harlan.res,459,1248,0.056
WPR,Harlan.res,460,1140,6.434
WPR,Harlan.res,460,1173,3.518
WPR,Harlan.res,460,1210,21.667
WPR,Harlan.res,462,1081,0.482
WPR,Harlan.res,463,1072,6.697
WPR,Harlan.res,464,1066,0.045
WPR,Harlan.res,465,1110,0.718
WPR,Harlan.res,465,1116,2.312
WPR,Harlan.res,465,1257,0
WPR,Harlan.res,467,1306,21.963
WPR,Harlan.res,470,1049,0.035
WPR,Harlan.res,470,1170,3.787
WPR,Harlan.res,470,1175,1.015
WPR,Harlan.res,470,1248,23.692
WPR,Harlan.res,470,1259,0.321
WPR,Harlan.res,470,1300,11.698
WPR,Harlan.res,471,1103,1.988
WPR,Harlan.res,471,1206,0.334
WPR,Harlan.res,471,1206,29.995
WPR,Harlan.res,471,1209,5.484
WPR,Harlan.res,475,1066,0.036
WPR,Harlan.res,475,1125,0.28
WPR,Harlan.res,475,1164,11.539
WPR,Harlan.res,475,1188,1.587
WPR,Harlan.res,476,1164,2.729
WPR,Harlan.res,477,1082,0.064
WPR,Harlan.res,477,1164,2.8
WPR,Harlan.res,477,1213,0.122
WPR,Harlan.res,477,1248,5.508
WPR,Harlan.res,478,1072,12.181
WPR,Harlan.res,478,1119,0.289
WPR,Harlan.res,478,1246,30.464
WPR,Harlan.res,480,1113,1.522
WPR,Harlan.res,480,1127,0.086
WPR,Harlan.res,480,1198,8.997
WPR,Harlan.res,480,1244,1.151
WPR,Harlan.res,480,1305,0.051
WPR,Harlan.res,480,1310,1.646
WPR,Harlan.res,480,1486,0.711
WPR,Harlan.res,481,1110,0.155
WPR,Harlan.res,483,1112,0.625
WPR,Harlan.res,483,1145,2.3
WPR,Harlan.res,483,1265,0.215
WPR,Harlan.res,484,1243,0.807
WPR,Harlan.res,484,1312,1.222
WPR,Harlan.res,484,1332,20.206
WPR,Harlan.res,485,1178,0.04
WPR,Harlan.res,485,1187,0.04
WPR,Harlan.res,486,1493,79.094
WPR,Harlan.res,487,1266,0.107
WPR,Harlan.res,488,1320,1.152
WPR,Harlan.res,488,1328,4.316
WPR,Harlan.res,490,1385,9.935
WPR,Harlan.res,491,1369,0.276
WPR,Harlan.res,492,1375,2.6
WPR,Harlan.res,494,1478,6.733
WPR,Harlan.res,495,1160,0.194
WPR,Harlan.res,495,1234,2.172
WPR,Harlan.res,495,1340,0.353
WPR,Harlan.res,495,1341,0.033
WPR,Harlan.res,496,1141,0.146
WPR,Harlan.res,496,1373,4.753
WPR,Harlan.res,497,1366,0.392
WPR,Harlan.res,497,1427,11.735
WPR,Harlan.res,499,1085,0.072
WPR,Harlan.res,499,1227,1.369
WPR,Harlan.res,499,1451,0.247
WPR,Harlan.res,499,1453,25.464
WPR,Harlan.res,500,1239,0.499
WPR,Harlan.res,500,1438,16.889
WPR,Harlan.res,500,1658,36.86
WPR,Harlan.res,501,1409,0.249
WPR,Harlan.res,502,1256,0.061
WPR,Harlan.res,503,1492,17.762
WPR,Harlan.res,505,1164,0.358
WPR,Harlan.res,505,1461,4.438
WPR,Harlan.res,505,1475,0.182
WPR,Harlan.res,506,1447,0.353
WPR,Harlan.res,506,1535,0.726
WPR,Harlan.res,507,1549,21.909
WPR,Harlan.res,508,1220,0.708
WPR,Harlan.res,508,1325,1.023
WPR,Harlan.res,509,1506,7.312
WPR,Harlan.res,510,1322,0.505
WPR,Harlan.res,510,1420,1.7
WPR,Harlan.res,510,1486,8.517
WPR,Harlan.res,510,1543,0.26
WPR,Harlan.res,510,1590,5.413
WPR,Harlan.res,510,1607,7.97
WPR,Harlan.res,510,1760,0
WPR,Harlan.res,511,1323,0.08
WPR,Harlan.res,511,1530,1.152
WPR,Harlan.res,512,1527,0.928
WPR,Harlan.res,513,1318,0.034
WPR,Harlan.res,513,1505,5.478
WPR,Harlan.res,514,1401,0.605
WPR,Harlan.res,514,1414,1.622
WPR,Harlan.res,515,1600,0.42
WPR,Harlan.res,516,1174,0.049
WPR,Harlan.res,516,1374,0.125
WPR,Harlan.res,516,1432,0.657
WPR,Harlan.res,516,1586,0.142
WPR,Harlan.res,517,1623,1.001
WPR,Harlan.res,519,1830,20.65
WPR,Harlan.res,520,1658,6.287
WPR,Harlan.res,523,1389,0.165
WPR,Harlan.res,524,1521,0.354
WPR,Harlan.res,524,1700,0.515
WPR,Harlan.res,525,1430,0.043
WPR,Harlan.res,525,1449,0.207
WPR,Harlan.res,525,1545,10.077
WPR,Harlan.res,525,1588,0.263
WPR,Harlan.res,525,1861,1.09
WPR,Harlan.res,526,1466,6.228
WPR,Harlan.res,526,1691,2.51
WPR,Harlan.res,529,1948,22.443
WPR,Harlan.res,530,1496,0.51
WPR,Harlan.res,530,1541,3.118
WPR,Harlan.res,530,1695,0.014
WPR,Harlan.res,530,1718,3.16
WPR,Harlan.res,530,1733,10.945
WPR,Harlan.res,530,1739,0.872
WPR,Harlan.res,531,1347,0.391
WPR,Harlan.res,532,1564,0.237
WPR,Harlan.res,535,1571,0.329
WPR,Harlan.res,540,1704,1.165
WPR,Harlan.res,543,1634,0.697
WPR,Harlan.res,545,1985,8.377
WPR,Harlan.res,550,2000,2.04
WPR,Harlan.res,551,1468,0.078
WPR,Harlan.res,553,1581,0.625
WPR,Harlan.res,553,1916,3.912
WPR,Harlan.res,554,1937,0.142
WPR,Harlan.res,556,1949,0.919
WPR,Harlan.res,559,2044,2.65
WPR,Harlan.res,561,1927,0.046
WPR,Harlan.res,562,1791,12.197
WPR,Harlan.res,587,2379,54.866
WPR,Harlan.res,589,2581,29.8
WPR,Harlan.res,595,2139,0.254
WPR,Harlan.res,599,2125,0.191
WPR,Harlan.res,605,2340,3.439
WPR,Harlan.res,610,2254,0.027
WPR,Harlan.res,625,2426,0.835
WPR,Harlan.res,674,3482,4.575
WPR,Harlan.res,720,4138,0.105
