species,lake,length,weight,st_weight
SMB,Pickerel,165,68,1.66
SMB,Pickerel,166,56,0.05
SMB,Pickerel,167,63,0.04
SMB,Pickerel,168,56,0.02
SMB,Pickerel,168,65,0.03
SMB,Pickerel,169,58,0.02
SMB,Pickerel,169,64,0.05
SMB,Pickerel,169,83,1.98
SMB,Pickerel,170,52,0.12
SMB,Pickerel,170,68,0.13
SMB,Pickerel,170,68,0.14
SMB,Pickerel,170,70,1.99
SMB,Pickerel,170,70,3.33
SMB,Pickerel,170,76,2.27
SMB,Pickerel,175,69,0.17
SMB,Pickerel,175,72,0.03
SMB,Pickerel,175,73,0.32
SMB,Pickerel,175,85,0.64
SMB,Pickerel,176,60,0.02
SMB,Pickerel,176,69,0.12
SMB,Pickerel,176,71,1.03
SMB,Pickerel,178,79,0.16
SMB,Pickerel,179,99,2.54
SMB,Pickerel,179,102,2.8
SMB,Pickerel,183,66,0.06
SMB,Pickerel,183,77,0.08
SMB,Pickerel,183,91,2.44
SMB,Pickerel,189,72,0.12
SMB,Pickerel,189,81,0.12
SMB,Pickerel,189,91,0.44
SMB,Pickerel,190,91,0.3
SMB,Pickerel,190,98,0.18
SMB,Pickerel,192,109,2.58
SMB,Pickerel,193,83,0.73
SMB,Pickerel,198,95,0.15
SMB,Pickerel,199,107,1
SMB,Pickerel,200,103,0.71
SMB,Pickerel,201,121,1.83
SMB,Pickerel,202,112,2.79
SMB,Pickerel,205,108,0.13
SMB,Pickerel,205,122,0.48
SMB,Pickerel,206,113,0.43
SMB,Pickerel,207,101,0.42
SMB,Pickerel,207,126,0.23
SMB,Pickerel,207,127,1.35
SMB,Pickerel,210,103,0.13
SMB,Pickerel,211,115,0.13
SMB,Pickerel,211,122,0.29
SMB,Pickerel,211,135,0.76
SMB,Pickerel,213,113,0.93
SMB,Pickerel,213,133,0.27
SMB,Pickerel,215,124,0.73
SMB,Pickerel,215,127,0.12
SMB,Pickerel,215,140,2.93
SMB,Pickerel,215,141,0.39
SMB,Pickerel,219,143,1.7
SMB,Pickerel,219,158,1.08
SMB,Pickerel,220,150,2.3
SMB,Pickerel,220,154,1.57
SMB,Pickerel,222,135,0.95
SMB,Pickerel,222,156,1.53
SMB,Pickerel,222,168,2.57
SMB,Pickerel,223,143,0.48
SMB,Pickerel,227,127,0.15
SMB,Pickerel,228,138,0.08
SMB,Pickerel,228,169,1.34
SMB,Pickerel,230,151,3.94
SMB,Pickerel,230,158,0.07
SMB,Pickerel,230,175,1.09
SMB,Pickerel,232,169,1.02
SMB,Pickerel,232,171,1.71
SMB,Pickerel,233,159,1.55
SMB,Pickerel,234,173,0.17
SMB,Pickerel,235,170,0.45
SMB,Pickerel,237,157,0.49
SMB,Pickerel,237,165,1.09
SMB,Pickerel,237,174,5.99
SMB,Pickerel,237,186,0.43
SMB,Pickerel,239,173,1.51
SMB,Pickerel,240,168,0.81
SMB,Pickerel,240,182,3.14
SMB,Pickerel,242,172,1.01
SMB,Pickerel,242,180,0.17
SMB,Pickerel,242,213,0.41
SMB,Pickerel,243,187,3.09
SMB,Pickerel,243,191,5.83
SMB,Pickerel,244,176,0.58
SMB,Pickerel,244,186,2.91
SMB,Pickerel,244,200,6.38
SMB,Pickerel,246,179,0.73
SMB,Pickerel,247,177,0.12
SMB,Pickerel,247,192,1.04
SMB,Pickerel,247,206,1.26
SMB,Pickerel,248,187,10.18
SMB,Pickerel,250,179,0.19
SMB,Pickerel,252,212,0.23
SMB,Pickerel,253,204,0.09
SMB,Pickerel,257,204,0.36
SMB,Pickerel,257,212,0.31
SMB,Pickerel,258,214,0.45
SMB,Pickerel,259,216,3.71
SMB,Pickerel,259,306,2.67
SMB,Pickerel,260,211,0.47
SMB,Pickerel,261,211,0.11
SMB,Pickerel,262,242,1.49
SMB,Pickerel,263,232,0.18
SMB,Pickerel,265,223,0.03
SMB,Pickerel,267,205,0.19
SMB,Pickerel,267,207,1.19
SMB,Pickerel,269,281,1.66
SMB,Pickerel,270,254,1.41
SMB,Pickerel,270,254,1.96
SMB,Pickerel,272,255,0.12
SMB,Pickerel,273,240,0.72
SMB,Pickerel,273,273,1.48
SMB,Pickerel,273,276,3.47
SMB,Pickerel,275,254,0.5
SMB,Pickerel,277,300,4.42
SMB,Pickerel,279,292,3.82
SMB,Pickerel,280,280,0.79
SMB,Pickerel,280,282,4.21
SMB,Pickerel,280,288,5.88
SMB,Pickerel,281,285,1.06
SMB,Pickerel,281,289,0.04
SMB,Pickerel,281,310,1.03
SMB,Pickerel,283,317,8.61
SMB,Pickerel,285,269,1.5
SMB,Pickerel,285,320,5.41
SMB,Pickerel,286,307,7.08
SMB,Pickerel,286,375,13.14
SMB,Pickerel,287,286,0.66
SMB,Pickerel,287,320,1.72
SMB,Pickerel,289,314,8.02
SMB,Pickerel,289,336,5.69
SMB,Pickerel,290,390,13.9
SMB,Pickerel,291,310,1.7
SMB,Pickerel,291,321,0.27
SMB,Pickerel,292,306,1.6
SMB,Pickerel,293,341,0.91
SMB,Pickerel,295,307,2.25
SMB,Pickerel,295,320,10.44
SMB,Pickerel,295,324,2.48
SMB,Pickerel,295,329,0.28
SMB,Pickerel,295,330,3.93
SMB,Pickerel,295,355,4.63
SMB,Pickerel,300,325,0.36
SMB,Pickerel,300,357,1.58
SMB,Pickerel,303,351,7.7
SMB,Pickerel,305,358,0.63
SMB,Pickerel,305,360,8.43
SMB,Pickerel,305,367,0.33
SMB,Pickerel,307,345,1.35
SMB,Pickerel,308,340,1.2
SMB,Pickerel,308,351,0.13
SMB,Pickerel,315,380,5.3
SMB,Pickerel,317,410,2.07
SMB,Pickerel,320,409,0.21
SMB,Pickerel,320,422,0.43
SMB,Pickerel,320,463,3.7
SMB,Pickerel,321,415,1.96
SMB,Pickerel,321,420,9.21
SMB,Pickerel,323,391,5.28
SMB,Pickerel,324,442,12.84
SMB,Pickerel,325,452,1.14
SMB,Pickerel,325,499,12.61
SMB,Pickerel,327,457,5.02
SMB,Pickerel,329,420,4.04
SMB,Pickerel,330,468,2.97
SMB,Pickerel,330,515,13.14
SMB,Pickerel,331,459,6.18
SMB,Pickerel,332,429,0.33
SMB,Pickerel,332,475,0.23
SMB,Pickerel,335,425,0.05
SMB,Pickerel,335,443,3.64
SMB,Pickerel,335,456,0.92
SMB,Pickerel,335,554,24.4
SMB,Pickerel,337,526,1.8
SMB,Pickerel,339,515,0.81
SMB,Pickerel,341,507,6.21
SMB,Pickerel,342,524,0.19
SMB,Pickerel,343,529,0.89
SMB,Pickerel,345,534,10.7
SMB,Pickerel,346,568,6.84
SMB,Pickerel,347,518,3.11
SMB,Pickerel,347,573,12.52
SMB,Pickerel,348,574,1.28
SMB,Pickerel,349,507,2.47
SMB,Pickerel,349,592,2.58
SMB,Pickerel,350,552,4.35
SMB,Pickerel,352,523,0.8
SMB,Pickerel,352,615,7.78
SMB,Pickerel,352,628,4.25
SMB,Pickerel,353,586,13.4
SMB,Pickerel,353,606,0.38
SMB,Pickerel,355,560,9.86
SMB,Pickerel,356,601,25.7
SMB,Pickerel,357,630,7.79
SMB,Pickerel,358,582,1.96
SMB,Pickerel,358,655,28.62
SMB,Pickerel,359,611,12.5
SMB,Pickerel,360,551,4.89
SMB,Pickerel,360,571,1.67
SMB,Pickerel,360,599,12.21
SMB,Pickerel,360,607,11.36
SMB,Pickerel,362,597,2.37
SMB,Pickerel,362,634,1.17
SMB,Pickerel,362,673,8.97
SMB,Pickerel,363,579,2.68
SMB,Pickerel,364,587,4.08
SMB,Pickerel,365,253,2.26
SMB,Pickerel,367,572,0.37
SMB,Pickerel,368,672,0.14
SMB,Pickerel,369,555,0.14
SMB,Pickerel,369,659,0.68
SMB,Pickerel,369,700,3.31
SMB,Pickerel,370,630,21.7
SMB,Pickerel,370,640,4.01
SMB,Pickerel,370,698,2.46
SMB,Pickerel,370,706,6.51
SMB,Pickerel,371,695,9.46
SMB,Pickerel,372,648,0.15
SMB,Pickerel,375,730,6.5
SMB,Pickerel,375,751,3.84
SMB,Pickerel,380,699,14.12
SMB,Pickerel,380,800,9.41
SMB,Pickerel,380,838,10.25
SMB,Pickerel,384,760,18.37
SMB,Pickerel,390,775,2.47
SMB,Pickerel,390,845,20.19
SMB,Pickerel,392,755,20.02
SMB,Pickerel,393,810,3.19
SMB,Pickerel,393,815,4.25
SMB,Pickerel,393,824,1.05
SMB,Pickerel,397,850,3.07
SMB,Pickerel,401,870,8.6
SMB,Pickerel,404,860,0.17
SMB,Pickerel,405,841,3.88
SMB,Pickerel,407,947,16.21
SMB,Pickerel,410,835,1.45
SMB,Pickerel,410,920,0.07
SMB,Pickerel,410,1025,1.71
SMB,Pickerel,412,1094,11.39
SMB,Pickerel,412,1103,7.45
SMB,Pickerel,413,920,19.06
SMB,Pickerel,413,975,17.28
SMB,Pickerel,414,918,1.79
SMB,Pickerel,415,1043,31.07
SMB,Pickerel,416,913,0.09
SMB,Pickerel,421,1110,29.1
SMB,Pickerel,422,1146,25.82
SMB,Pickerel,425,1026,8.42
SMB,Pickerel,425,1057,3.42
SMB,Pickerel,432,1272,7.24
SMB,Pickerel,435,1135,14.86
SMB,Pickerel,435,1568,3.39
SMB,Pickerel,442,1193,16.43
SMB,Pickerel,442,1396,9.32
SMB,Pickerel,485,1519,2.89
SMB,Pickerel,492,1530,0.09
SMB,Roy,74,6,0.04
SMB,Roy,77,5,0.12
SMB,Roy,87,7,0.04
SMB,Roy,90,8.26,0.32
SMB,Roy,98,11,0.93
SMB,Roy,105,23,0.45
SMB,Roy,113,16,0.24
SMB,Roy,116,19,0.73
SMB,Roy,118,17,0.07
SMB,Roy,123,19,0.3
SMB,Roy,131,21,1.13
SMB,Roy,131,33,0.02
SMB,Roy,132,23,0.14
SMB,Roy,136,18,0.9
SMB,Roy,138,40,0.26
SMB,Roy,139,35,0.23
SMB,Roy,140,47,0.73
SMB,Roy,145,45,0.45
SMB,Roy,148,38,0.34
SMB,Roy,148,42,0.73
SMB,Roy,150,36,1.25
SMB,Roy,150,37,0.22
SMB,Roy,151,46,0.56
SMB,Roy,152,37,0.09
SMB,Roy,152,55,0.41
SMB,Roy,153,40,0.32
SMB,Roy,154,60,0.25
SMB,Roy,155,43,0.85
SMB,Roy,155,65,1.1
SMB,Roy,158,73,1.15
SMB,Roy,160,45,0.01
SMB,Roy,160,62,0.01
SMB,Roy,160,65,0.2
SMB,Roy,161,44,0.19
SMB,Roy,162,43,0.34
SMB,Roy,164,53,0.16
SMB,Roy,164,60,0.27
SMB,Roy,165,44,0.48
SMB,Roy,165,61,0.01
SMB,Roy,165,61,1.05
SMB,Roy,165,69,2.23
SMB,Roy,166,67,0.34
SMB,Roy,166,73,0.04
SMB,Roy,167,78,0.54
SMB,Roy,169,55,0.55
SMB,Roy,169,56,1.45
SMB,Roy,169,61,0.88
SMB,Roy,169,62,1.18
SMB,Roy,170,59,0.93
SMB,Roy,170,66,1.06
SMB,Roy,170,76,2.91
SMB,Roy,170,88,1.18
SMB,Roy,171,44,0.21
SMB,Roy,171,51,1.49
SMB,Roy,171,61,0.02
SMB,Roy,172,60,0.22
SMB,Roy,172,74,0.65
SMB,Roy,172,78,0.67
SMB,Roy,173,58,0.5
SMB,Roy,174,62,0.46
SMB,Roy,175,55,0.68
SMB,Roy,175,63,0.2
SMB,Roy,175,66,1.01
SMB,Roy,175,67,0.75
SMB,Roy,175,69,0.02
SMB,Roy,175,73,0.88
SMB,Roy,175,82,0.25
SMB,Roy,175,92,2.44
SMB,Roy,177,61,0.5
SMB,Roy,177,81,1.26
SMB,Roy,177,87,0.73
SMB,Roy,178,62,1.61
SMB,Roy,178,72,0.91
SMB,Roy,179,68,1.04
SMB,Roy,179,76,1.04
SMB,Roy,179,78,0.78
SMB,Roy,179,83,1.59
SMB,Roy,180,62,0.06
SMB,Roy,180,65,0.11
SMB,Roy,180,65,0.36
SMB,Roy,180,68,3.59
SMB,Roy,180,87,0.79
SMB,Roy,180,105,2.3
SMB,Roy,182,65,0.49
SMB,Roy,183,77,2.21
SMB,Roy,184,75,0.15
SMB,Roy,185,113,1.32
SMB,Roy,186,90,0.1
SMB,Roy,186,108,2.54
SMB,Roy,187,75,0.15
SMB,Roy,187,93,0.13
SMB,Roy,187,94,0.18
SMB,Roy,190,95,0.79
SMB,Roy,190,101,0.41
SMB,Roy,190,102,0.9
SMB,Roy,190,114,2.06
SMB,Roy,191,105,1.07
SMB,Roy,192,105,1.18
SMB,Roy,193,97,3.27
SMB,Roy,193,111,2.04
SMB,Roy,194,98,2.57
SMB,Roy,194,105,0.03
SMB,Roy,195,92,0.94
SMB,Roy,195,100,2.28
SMB,Roy,195,103,1.61
SMB,Roy,196,80,0.43
SMB,Roy,196,110,0.13
SMB,Roy,200,113,0.09
SMB,Roy,200,119,2
SMB,Roy,200,120,1.52
SMB,Roy,200,123,0.11
SMB,Roy,200,126,5.14
SMB,Roy,201,104,0.45
SMB,Roy,202,102,0.06
SMB,Roy,202,119,0.48
SMB,Roy,203,107,0.23
SMB,Roy,204,116,0.88
SMB,Roy,204,122,0.95
SMB,Roy,205,118,0.04
SMB,Roy,205,131,0.21
SMB,Roy,208,130,0.93
SMB,Roy,208,137,1.46
SMB,Roy,213,130,3.71
SMB,Roy,214,121,0.13
SMB,Roy,214,150,0.35
SMB,Roy,214,154,3.81
SMB,Roy,215,145,0.1
SMB,Roy,215,146,1.04
SMB,Roy,216,160,1.3
SMB,Roy,218,160,2.27
SMB,Roy,220,160,0.15
SMB,Roy,225,161,2.75
SMB,Roy,225,168,1.12
SMB,Roy,225,171,0.08
SMB,Roy,225,173,0.23
SMB,Roy,225,173,3.82
SMB,Roy,225,174,1.59
SMB,Roy,225,198,2.45
SMB,Roy,227,155,5.33
SMB,Roy,227,163,1.44
SMB,Roy,228,153,0.04
SMB,Roy,229,178,4.61
SMB,Roy,229,186,1.01
SMB,Roy,231,104,6.38
SMB,Roy,231,184,2.82
SMB,Roy,232,183,1.85
SMB,Roy,232,194,3.2
SMB,Roy,233,170,0.22
SMB,Roy,234,182,0.49
SMB,Roy,234,189,0.43
SMB,Roy,235,197,2.51
SMB,Roy,235,210,0.59
SMB,Roy,237,184,0.64
SMB,Roy,239,185,2.85
SMB,Roy,240,208,1.17
SMB,Roy,240,214,2.08
SMB,Roy,241,186,1.06
SMB,Roy,241,209,0.97
SMB,Roy,245,216,1.13
SMB,Roy,245,240,1.58
SMB,Roy,245,255,5.44
SMB,Roy,246,236,2.13
SMB,Roy,247,211,1.38
SMB,Roy,249,220,0.49
SMB,Roy,250,250,1.71
SMB,Roy,250,270,6.63
SMB,Roy,252,225,3.64
SMB,Roy,254,255,4.24
SMB,Roy,255,241,0.18
SMB,Roy,255,246,4.73
SMB,Roy,255,255,1.31
SMB,Roy,255,260,0.66
SMB,Roy,256,263,6.53
SMB,Roy,257,238,1.06
SMB,Roy,257,312,1.41
SMB,Roy,259,291,2.16
SMB,Roy,260,250,3.24
SMB,Roy,260,286,6.64
SMB,Roy,261,255,0.76
SMB,Roy,265,267,3.67
SMB,Roy,265,280,1.53
SMB,Roy,266,294,5.85
SMB,Roy,267,274,3.9
SMB,Roy,268,265,0.36
SMB,Roy,270,375,5.13
SMB,Roy,280,308,11.67
SMB,Roy,280,334,8.46
SMB,Roy,281,330,9.82
SMB,Roy,281,354,0.64
SMB,Roy,283,336,6.26
SMB,Roy,284,336,7.78
SMB,Roy,285,366,10.62
SMB,Roy,286,370,8.85
SMB,Roy,287,279,7.17
SMB,Roy,287,343,0.33
SMB,Roy,287,372,0.95
SMB,Roy,288,359,0.81
SMB,Roy,289,324,0.12
SMB,Roy,289,345,1.33
SMB,Roy,290,351,0.08
SMB,Roy,292,384,8
SMB,Roy,293,384,0.53
SMB,Roy,295,382,1.07
SMB,Roy,295,387,3.36
SMB,Roy,295,405,0.02
SMB,Roy,296,413,0.73
SMB,Roy,298,361,0.62
SMB,Roy,300,363,0.02
SMB,Roy,300,388,5.26
SMB,Roy,300,415,12.89
SMB,Roy,301,353,0.17
SMB,Roy,303,440,2.36
SMB,Roy,305,390,0.38
SMB,Roy,305,429,0.8
SMB,Roy,305,460,16.39
SMB,Roy,310,476,5.66
SMB,Roy,318,430,0.51
SMB,Roy,320,450,0.38
SMB,Roy,320,470,6.56
SMB,Roy,321,516,13.69
SMB,Roy,322,505,11.41
SMB,Roy,325,552,11.08
SMB,Roy,330,480,3.06
SMB,Roy,331,517,0.24
SMB,Roy,333,550,2.87
SMB,Roy,335,565,9.9
SMB,Roy,339,590,2.38
SMB,Roy,344,585,12.09
SMB,Roy,345,705,0.79
SMB,Roy,360,710,12.73
SMB,Roy,360,791,30.05
SMB,Roy,361,678,0.5
SMB,Roy,362,791,0.04
SMB,Roy,365,776,0.51
SMB,Roy,376,745,0.14
SMB,Roy,376,792,0.23
SMB,Roy,377,784,0.14
SMB,Roy,377,885,0.3
SMB,Roy,382,920,4.82
SMB,Roy,390,840,12.65
SMB,Roy,404,1052,1.33
SMB,Roy,413,1113,9.95
SMB,Roy,413,1125,0.34
SMB,Roy,414,978,12.25
SMB,Roy,419,1170,8.83
SMB,Roy,426,1327,0.23
SMB,Roy,430,1305,20
SMB,Roy,435,1309,16.23
SMB,Roy,435,1330,6.22
SMB,Roy,435,1457,4.59
SMB,Roy,436,1264,19.41
SMB,Roy,440,1331,27.55
SMB,Roy,440,1413,6.46
SMB,Roy,440,1565,0.99
SMB,Roy,441,1395,2.44
SMB,Roy,445,1356,26.94
SMB,Roy,445,1367,15.72
SMB,Roy,446,1463,23.3
SMB,Roy,446,1473,17.8
SMB,Roy,447,1399,1.8
SMB,Roy,448,1358,23.08
SMB,Roy,448,1377,18.68
SMB,Roy,450,1380,13.73
SMB,Roy,450,1391,4.97
SMB,Roy,450,1435,4.92
SMB,Roy,450,1441,20.26
SMB,Roy,450,1470,12.74
SMB,Roy,451,1253,37.42
SMB,Roy,452,1436,22.45
SMB,Roy,452,1581,12.49
SMB,Roy,453,1607,0.11
SMB,Roy,454,1476,3.41
SMB,Roy,454,1479,4.69
SMB,Roy,454,1491,5.83
SMB,Roy,460,1462,18.56
SMB,Roy,460,1560,63.81
SMB,Roy,463,1360,17.32
SMB,Roy,465,1450,18.42
SMB,Roy,466,1490,3.88
SMB,Roy,468,1360,12.68
SMB,Roy,469,1556,22.37
SMB,Roy,470,1665,17.06
SMB,Roy,472,1630,0.67
SMB,Roy,480,1880,18.19
SMB,Roy,480,1954,64.03
SMB,Roy,483,1646,28.67
SMB,Roy,485,1650,14.22
SMB,Roy,485,1718,0.63
SMB,Roy,485,1882,4.46
SMB ,Clear,178,79,0
SMB ,Clear,183,82,0
SMB ,Clear,184,87,0
SMB ,Clear,186,79,0
SMB ,Clear,190,83,0
SMB ,Clear,190,85,0
SMB ,Clear,191,82,0
SMB ,Clear,195,93,0
SMB ,Clear,195,115,0
SMB ,Clear,201,97,0
SMB ,Clear,201,112,0
SMB ,Clear,201,118,0
SMB ,Clear,203,115,0
SMB ,Clear,205,108,0
SMB ,Clear,205,115,0
SMB ,Clear,206,121,0
SMB ,Clear,208,122,0
SMB ,Clear,211,136,0
SMB ,Clear,215,136,0
SMB ,Clear,215,142,0
SMB ,Clear,215,157,0
SMB ,Clear,219,142,0
SMB ,Clear,221,134,0
SMB ,Clear,226,149,0
SMB ,Clear,227,142,0
SMB ,Clear,230,151,0
SMB ,Clear,236,191,0
SMB ,Clear,238,172,0
SMB ,Clear,240,173,0
SMB ,Clear,244,191,0
SMB ,Clear,246,229,0
SMB ,Clear,247,215,0
SMB ,Clear,257,218,0
SMB ,Clear,260,240,0
SMB ,Clear,262,243,0
SMB ,Clear,262,263,0
SMB ,Clear,263,258,0
SMB ,Clear,265,240,0
SMB ,Clear,265,279,0
SMB ,Clear,273,253,0
SMB ,Clear,276,291,0
SMB ,Clear,279,283,0
SMB ,Clear,281,308,0
SMB ,Clear,285,349,0
SMB ,Clear,287,325,0
SMB ,Clear,288,341,0
SMB ,Clear,299,385,0
SMB ,Clear,302,421,0
SMB ,Clear,303,427,0
SMB ,Clear,304,390,0
SMB ,Clear,310,493,0
SMB ,Clear,315,467,0
SMB ,Clear,325,497,0
SMB ,Clear,325,523,0
SMB ,Clear,371,719,0
SMB ,Clear,378,914,0
SMB ,Clear,380,871,0
SMB ,Clear,394,972,0
SMB ,Clear,434,1147,0
SMB ,Clear,441,1405,0
SMB ,Clear,442,1205,0
SMB ,Clear,445,1350,0
SMB ,Clear,446,1347,0
SMB ,Clear,457,1308,0
SMB ,Clear,457,1329,0
SMB ,Enemy.Swim,123,20,0
SMB ,Enemy.Swim,144,34,0
SMB ,Enemy.Swim,145,29,0
SMB ,Enemy.Swim,149,33,0
SMB ,Enemy.Swim,150,34,0
SMB ,Enemy.Swim,155,37,0
SMB ,Enemy.Swim,162,50,0
SMB ,Enemy.Swim,162,52,0
SMB ,Enemy.Swim,164,56,0
SMB ,Enemy.Swim,167,54,0
SMB ,Enemy.Swim,170,57,0
SMB ,Enemy.Swim,171,56,0
SMB ,Enemy.Swim,175,55,0
SMB ,Enemy.Swim,178,65,0
SMB ,Enemy.Swim,180,72,0
SMB ,Enemy.Swim,180,81,0
SMB ,Enemy.Swim,183,68,0
SMB ,Enemy.Swim,184,75,0
SMB ,Enemy.Swim,185,64,0
SMB ,Enemy.Swim,185,94,0
SMB ,Enemy.Swim,187,86,0
SMB ,Enemy.Swim,187,107,0
SMB ,Enemy.Swim,190,93,0
SMB ,Enemy.Swim,191,103,0
SMB ,Enemy.Swim,193,87,0
SMB ,Enemy.Swim,195,93,0
SMB ,Enemy.Swim,195,102,0
SMB ,Enemy.Swim,195,113,0
SMB ,Enemy.Swim,200,90,0
SMB ,Enemy.Swim,200,95,0
SMB ,Enemy.Swim,200,125,0
SMB ,Enemy.Swim,205,103,0
SMB ,Enemy.Swim,205,134,0
SMB ,Enemy.Swim,207,110,0
SMB ,Enemy.Swim,209,122,0
SMB ,Enemy.Swim,210,104,0
SMB ,Enemy.Swim,210,115,0
SMB ,Enemy.Swim,210,124,0
SMB ,Enemy.Swim,211,126,0
SMB ,Enemy.Swim,212,138,0
SMB ,Enemy.Swim,215,127,0
SMB ,Enemy.Swim,216,134,0
SMB ,Enemy.Swim,217,128,0
SMB ,Enemy.Swim,217,130,0
SMB ,Enemy.Swim,218,147,0
SMB ,Enemy.Swim,220,135,0
SMB ,Enemy.Swim,220,152,0
SMB ,Enemy.Swim,220,155,0
SMB ,Enemy.Swim,220,159,0
SMB ,Enemy.Swim,221,138,0
SMB ,Enemy.Swim,225,165,0
SMB ,Enemy.Swim,228,147,0
SMB ,Enemy.Swim,230,180,0
SMB ,Enemy.Swim,232,139,0
SMB ,Enemy.Swim,234,164,0
SMB ,Enemy.Swim,279,348,0
SMB ,Enemy.Swim,296,351,0
SMB ,Enemy.Swim,300,356,0
SMB ,Enemy.Swim,310,436,0
SMB ,Enemy.Swim,313,346,0
SMB ,Enemy.Swim,349,656,0
SMB ,Enemy.Swim,351,568,0
SMB ,Enemy.Swim,355,651,0
SMB ,Enemy.Swim,372,773,0
SMB ,Enemy.Swim,373,922,0
SMB ,Enemy.Swim,374,739,0
SMB ,Enemy.Swim,377,854,0
SMB ,Enemy.Swim,383,831,0
SMB ,Enemy.Swim,386,979,0
SMB ,Enemy.Swim,387,774,0
SMB ,Enemy.Swim,402,942,0
SMB ,Enemy.Swim,402,966,0
SMB ,Enemy.Swim,405,1011,0
SMB ,Enemy.Swim,410,1072,0
SMB ,Enemy.Swim,413,1211,0
SMB ,Enemy.Swim,417,1385,0
SMB ,Enemy.Swim,419,985,0
SMB ,Enemy.Swim,423,1142,0
SMB ,Enemy.Swim,424,1184,0
SMB ,Enemy.Swim,425,1247,0
SMB ,Pickerel,175,57,0
SMB ,Pickerel,200,103,0
SMB ,Pickerel,205,126,0
SMB ,Pickerel,213,120,0
SMB ,Pickerel,215,102,0
SMB ,Pickerel,217,135,0
SMB ,Pickerel,228,134,0
SMB ,Pickerel,230,138,0
SMB ,Pickerel,235,147,0
SMB ,Pickerel,235,153,0
SMB ,Pickerel,235,156,0
SMB ,Pickerel,236,150,0
SMB ,Pickerel,240,177,0
SMB ,Pickerel,241,251,0
SMB ,Pickerel,243,176,0
SMB ,Pickerel,248,174,0
SMB ,Pickerel,250,182,0
SMB ,Pickerel,250,197,0
SMB ,Pickerel,255,181,0
SMB ,Pickerel,267,251,0
SMB ,Pickerel,272,231,0
SMB ,Pickerel,280,276,0
SMB ,Pickerel,312,437,0
SMB ,Pickerel,316,360,0
SMB ,Pickerel,333,430,0
SMB ,Pickerel,333,444,0
SMB ,Pickerel,340,426,0
SMB ,Pickerel,340,512,0
SMB ,Pickerel,348,430,0
SMB ,Pickerel,349,411,0
SMB ,Pickerel,352,511,0
SMB ,Pickerel,357,521,0
SMB ,Pickerel,363,700,0
SMB ,Pickerel,365,555,0
SMB ,Pickerel,370,706,0
SMB ,Pickerel,375,571,0
SMB ,Pickerel,386,754,0
SMB ,Pickerel,386,790,0
SMB ,Pickerel,390,800,0
SMB ,Pickerel,400,914,0
SMB ,Pickerel,407,808,0
SMB ,Pickerel,410,905,0
SMB ,Pickerel,415,946,0
SMB ,Pickerel,418,1012,0
SMB ,Pickerel,420,1030,0
SMB ,Pickerel,426,911,0
SMB ,Pickerel,426,1007,0
SMB ,Pickerel,431,1055,0
SMB ,Pickerel,449,1181,0
SMB ,Pickerel,477,1477,0
SMB ,Roy,103,17,0
SMB ,Roy,104,13,0
SMB ,Roy,120,17,0
SMB ,Roy,167,47,0
SMB ,Roy,174,59,0
SMB ,Roy,184,75,0
SMB ,Roy,190,104,0
SMB ,Roy,190,114,0
SMB ,Roy,202,97,0
SMB ,Roy,205,116,0
SMB ,Roy,205,130,0
SMB ,Roy,209,133,0
SMB ,Roy,210,144,0
SMB ,Roy,216,142,0
SMB ,Roy,245,187,0
SMB ,Roy,248,191,0
SMB ,Roy,256,241,0
SMB ,Roy,257,253,0
SMB ,Roy,270,286,0
SMB ,Roy,280,308,0
SMB ,Roy,362,765,0
SMB ,Roy,412,1092,0
SMB ,Roy,432,1557,0
SMB ,Roy,449,1370,0
SMB ,Roy,451,1310,0
SMB ,Roy,466,1369,0
SMB ,Roy,467,1438,0
WAE,Bitter,125,16.9,0.2313
WAE,Bitter,130,19.3,0.6153
WAE,Bitter,134,18.4,0.0845
WAE,Bitter,134,23,0.4116
WAE,Bitter,135,20,0.5192
WAE,Bitter,135,21.7,0.5363
WAE,Bitter,136,25,0.1173
WAE,Bitter,139,22.6,0.3872
WAE,Bitter,140,22,0.1597
WAE,Bitter,140,23.8,0.5565
WAE,Bitter,140,25.1,0.4255
WAE,Bitter,140,25.6,0.5967
WAE,Bitter,141,21.2,0.2891
WAE,Bitter,143,26.1,1.0354
WAE,Bitter,144,24.3,0.2194
WAE,Bitter,144,24.4,0.1843
WAE,Bitter,145,26.2,0.5569
WAE,Bitter,146,26,0.1467
WAE,Bitter,149,28.5,0.7025
WAE,Bitter,149,28.6,0.2626
WAE,Bitter,152,29.6,0.0109
WAE,Bitter,152,29.6,0.1314
WAE,Bitter,153,30.2,0.0549
WAE,Bitter,155,33.2,1.1049
WAE,Bitter,156,32.5,0.1158
WAE,Bitter,166,41.3,0.0056
WAE,Bitter,171,42.6,1.058
WAE,Bitter,172,42.3,1.308
WAE,Bitter,174,38.4,0.4072
WAE,Bitter,174,48.9,0.0067
WAE,Bitter,175,42.2,0.5676
WAE,Bitter,178,44.6,0.5908
WAE,Bitter,181,49.6,0.7117
WAE,Bitter,182,51.3,0.2284
WAE,Bitter,183,50.9,0.6882
WAE,Bitter,183,51.7,1.2567
WAE,Bitter,184,48.7,0.0787
WAE,Bitter,185,52.1,0.9906
WAE,Bitter,186,54.6,0.8285
