"species","model","intercept","slope","gof","value"
"SMB","lm",0.263407775033882,0.0084026214291694,"R2",0.332120723221893
"SMB","rq",4.36075155321499,0.0397337560381937,"R1",0.738657716324841
"WAE","lm",-3.55593052838369,0.0129032657591819,"R2",0.329471055835735
"WAE","rq",7.22858645698779,0.0449484085701912,"R1",0.742511873157572
